ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,JOB,BEGIN_MONTHS,STATUS,TARGET
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-12,5,1
5148932,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-43,5,1
5022617,M,Y,Y,No children,202500,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,Laborers,-43,4,1
5052659,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,-8,2,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-5,5,1
5069216,F,Y,Y,No children,256500,Higher education,Married,House / apartment,-11210,-1724,1,1,0,0,Accountants,-50,3,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-17,3,1
5135485,F,N,Y,No children,135000,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,-39,3,1
5142456,F,N,N,No children,67500,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,-1,4,1
5010541,F,Y,N,2+ children,135000,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,-50,2,1
5025127,M,N,Y,No children,292500,Secondary / secondary special,Married,House / apartment,-11111,-3350,1,0,0,0,High skill tech staff,-4,5,1
5142183,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-35,5,1
5126463,F,Y,N,No children,112500,Secondary / secondary special,Separated,House / apartment,-17641,-10454,1,1,1,0,Medicine staff,-6,5,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-22,5,1
5042269,M,N,Y,No children,270000,Secondary / secondary special,Married,House / apartment,-12964,-2347,1,0,0,0,Drivers,-26,2,1
5021314,M,N,Y,No children,270000,Secondary / secondary special,Single / not married,House / apartment,-16896,-248,1,0,0,0,Laborers,-21,5,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-10,5,1
5052726,F,N,N,1 children,180000,Secondary / secondary special,Single / not married,Municipal apartment,-10740,-1298,1,0,0,0,Laborers,-44,2,1
5148934,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-7,5,1
5041175,F,N,Y,1 children,180000,Incomplete higher,Married,Municipal apartment,-10754,-65,1,1,1,0,Core staff,-21,2,1
5047783,F,Y,Y,No children,225000,Higher education,Civil marriage,House / apartment,-11879,-308,1,1,1,0,Sales staff,-44,2,1
5135991,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-9,5,1
5148934,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-13,3,1
5065316,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-18,2,1
5118442,F,Y,N,1 children,108000,Higher education,Single / not married,House / apartment,-16138,-431,1,1,0,0,Sales staff,-4,2,1
5036469,M,Y,N,No children,112500,Secondary / secondary special,Single / not married,House / apartment,-20333,-1546,1,0,0,0,Drivers,-18,5,1
5062136,M,N,N,1 children,180000,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,-44,3,1
5065313,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-19,5,1
5078804,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-3,5,1
5021310,M,N,Y,No children,270000,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,-22,5,1
5021314,M,N,Y,No children,270000,Secondary / secondary special,Single / not married,House / apartment,-16896,-248,1,0,0,0,Laborers,-17,5,1
5125716,F,Y,Y,No children,135000,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,-11,5,1
5079167,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-4,5,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-33,5,1
5052661,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,-4,2,1
5065518,F,Y,N,1 children,202500,Higher education,Married,Rented apartment,-9510,-2878,1,0,0,0,Laborers,-31,5,1
5112858,F,Y,N,1 children,270000,Secondary / secondary special,Civil marriage,House / apartment,-12380,-2110,1,0,0,0,Laborers,-11,4,1
5117787,F,Y,N,2+ children,162000,Incomplete higher,Married,House / apartment,-9662,-796,1,1,1,0,Core staff,-7,4,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-36,5,1
5125708,F,Y,Y,No children,135000,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,-43,5,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-31,2,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-14,5,1
5092479,M,N,N,1 children,85500,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,-26,5,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-22,5,1
5062136,M,N,N,1 children,180000,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,-42,3,1
5023963,M,N,Y,2+ children,90000,Secondary / secondary special,Married,House / apartment,-12681,-1677,1,0,0,0,Core staff,-32,2,1
5010868,M,Y,Y,1 children,450000,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,0,5,1
5096528,F,N,N,No children,135000,Secondary / secondary special,Widow,Co-op apartment,-20012,-584,1,0,0,0,Core staff,-23,4,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-34,5,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-25,5,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-14,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-8,5,1
5137206,M,N,N,No children,90000,Secondary / secondary special,Single / not married,With parents,-9900,-170,1,1,0,0,Drivers,-38,3,1
5079167,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-9,5,1
5149698,M,N,Y,No children,171000,Incomplete higher,Single / not married,House / apartment,-10145,-107,1,0,0,0,Laborers,-41,2,1
5100427,F,N,Y,1 children,202500,Incomplete higher,Married,House / apartment,-10746,-1100,1,0,1,0,Sales staff,-17,5,1
5135344,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-17,5,1
5010864,M,Y,Y,1 children,450000,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,-36,5,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-4,5,1
5045869,F,Y,Y,1 children,315000,Higher education,Married,House / apartment,-16710,-3092,1,0,0,0,Managers,-14,2,1
5036795,M,Y,Y,No children,215100,Secondary / secondary special,Married,House / apartment,-19175,-1285,1,0,1,0,Laborers,-19,4,1
5149188,M,Y,N,1 children,450000,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,-23,5,1
5023781,M,N,Y,No children,157500,Higher education,Civil marriage,House / apartment,-17800,-1086,1,0,0,0,Accountants,-40,5,1
5041496,M,Y,Y,No children,90000,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,-2,2,1
5148932,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-38,5,1
5050731,F,N,N,No children,135000,Higher education,Separated,House / apartment,-11712,-4822,1,0,1,1,HR staff,-39,2,1
5095839,M,N,N,No children,225000,Secondary / secondary special,Married,House / apartment,-14882,-1132,1,1,1,0,Laborers,-3,5,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-34,5,1
5092008,F,N,N,No children,112500,Higher education,Married,With parents,-19721,-1539,1,0,0,0,Accountants,-24,2,1
5092136,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-17000,-5740,1,0,0,0,Cooking staff,-1,5,1
5125708,F,Y,Y,No children,135000,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,-47,4,1
5106047,F,Y,N,2+ children,81000,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,-38,2,1
5029440,F,Y,Y,No children,225000,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,-14,2,1
5069218,F,Y,Y,No children,256500,Higher education,Single / not married,House / apartment,-11210,-1724,1,1,0,0,Accountants,-36,3,1
5042268,M,N,Y,No children,270000,Secondary / secondary special,Married,House / apartment,-12964,-2347,1,0,0,0,Drivers,-18,2,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-37,5,1
5096283,M,Y,N,No children,135000,Secondary / secondary special,Married,House / apartment,-14209,-97,1,0,0,0,Security staff,-22,2,1
5116035,M,Y,Y,No children,126000,Higher education,Single / not married,House / apartment,-14522,-863,1,1,0,0,Managers,-8,5,1
5095815,F,N,N,2+ children,112500,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,-44,2,1
5105193,M,N,Y,No children,315000,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,Laborers,-27,2,1
5078820,F,N,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,-17,5,1
5096527,F,N,N,No children,135000,Secondary / secondary special,Widow,Co-op apartment,-20012,-584,1,0,0,0,Core staff,-43,3,1
5116906,M,Y,Y,No children,211500,Secondary / secondary special,Married,House / apartment,-15047,-7553,1,0,0,0,Core staff,-2,5,1
5046565,M,N,N,1 children,337500,Higher education,Married,House / apartment,-17593,-2370,1,0,0,1,Managers,-5,2,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-26,5,1
5126300,M,N,N,No children,117000,Higher education,Single / not married,House / apartment,-8168,-804,1,1,0,0,Sales staff,-17,2,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-46,5,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-39,5,1
5046328,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-2,5,1
5149190,M,Y,N,1 children,450000,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,-5,5,1
5048560,F,N,Y,No children,126000,Secondary / secondary special,Single / not married,House / apartment,-15927,-1039,1,0,0,0,Private service staff,-45,2,1
5033435,M,Y,N,2+ children,315000,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,-4,2,1
5010868,M,Y,Y,1 children,450000,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,-4,3,1
5061691,F,N,Y,1 children,67500,Higher education,Married,House / apartment,-9122,-1567,1,0,0,1,Waiters/barmen staff,-2,5,1
5079168,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-4,5,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-30,2,1
5048300,M,Y,N,1 children,180000,Secondary / secondary special,Married,House / apartment,-11091,-1161,1,0,0,0,Laborers,-16,3,1
5022617,M,Y,Y,No children,202500,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,Laborers,-41,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-27,5,1
5047662,F,N,Y,1 children,67500,Secondary / secondary special,Married,House / apartment,-18880,-4114,1,0,0,0,Accountants,-23,5,1
5079167,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-7,5,1
5041175,F,N,Y,1 children,180000,Incomplete higher,Married,Municipal apartment,-10754,-65,1,1,1,0,Core staff,-14,4,1
5065314,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-31,5,1
5111145,M,N,N,No children,135000,Secondary / secondary special,Civil marriage,With parents,-15104,-1699,1,0,0,0,Laborers,-2,2,1
5021430,F,N,Y,No children,126000,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,Sales staff,-2,5,1
5078801,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,0,5,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-26,5,1
5065314,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-39,2,1
5105246,F,N,N,No children,207000,Higher education,Married,House / apartment,-14740,-6723,1,0,1,0,Core staff,-40,2,1
5113621,M,N,N,No children,225000,Secondary / secondary special,Widow,Municipal apartment,-19406,-346,1,0,0,0,Security staff,-3,5,1
5089433,F,Y,N,2+ children,67500,Secondary / secondary special,Married,Municipal apartment,-11352,-1160,1,1,0,0,Sales staff,-2,2,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-18,5,1
5009524,M,Y,N,1 children,112500,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,1,1,0,0,Laborers,0,3,1
5054063,M,N,N,1 children,157500,Secondary / secondary special,Married,House / apartment,-16424,-1458,1,0,0,0,Drivers,-22,5,1
5105788,M,Y,N,No children,459000,Secondary / secondary special,Married,House / apartment,-15980,-119,1,1,1,0,Drivers,-9,3,1
5018503,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-38,5,1
5023645,M,Y,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,-44,2,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-9,5,1
5135990,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-19,5,1
5018498,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-28,5,1
5097065,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,-12,5,1
5105190,M,N,Y,No children,315000,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,Laborers,-27,2,1
5092479,M,N,N,1 children,85500,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,-35,4,1
5149192,M,Y,N,1 children,450000,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,-46,5,1
5149828,M,Y,Y,No children,315000,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,-5,4,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-17,5,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-22,5,1
5100428,F,N,Y,1 children,202500,Incomplete higher,Married,House / apartment,-10746,-1100,1,0,1,0,Sales staff,-5,5,1
5045935,M,N,N,No children,247500,Secondary / secondary special,Single / not married,House / apartment,-15037,-2208,1,0,0,0,Laborers,-5,2,1
5135344,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-25,5,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-13,5,1
5021314,M,N,Y,No children,270000,Secondary / secondary special,Single / not married,House / apartment,-16896,-248,1,0,0,0,Laborers,-29,2,1
5095906,F,N,N,No children,90000,Higher education,Civil marriage,House / apartment,-10561,-2257,1,1,0,0,Core staff,-32,2,1
5061091,F,Y,N,2+ children,135000,Secondary / secondary special,Married,House / apartment,-11128,-3242,1,1,0,0,Sales staff,-49,2,1
5058532,M,N,N,No children,391500,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,-4,4,1
5126128,F,Y,N,No children,72000,Secondary / secondary special,Married,House / apartment,-15185,-227,1,1,1,0,Medicine staff,-14,2,1
5126299,F,N,N,No children,112500,Secondary / secondary special,Civil marriage,House / apartment,-15731,-4488,1,1,0,0,Accountants,-33,2,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-19,5,1
5065376,F,N,Y,No children,215550,Higher education,Married,House / apartment,-10429,-931,1,0,1,0,High skill tech staff,-25,5,1
5090409,M,N,N,No children,90000,Secondary / secondary special,Widow,Municipal apartment,-20017,-3503,1,1,1,0,Sales staff,-9,2,1
5090737,F,N,N,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-18972,-3715,1,0,0,0,Laborers,-14,4,1
5078801,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-2,5,1
5079167,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-8,5,1
5062137,M,N,Y,1 children,180000,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,-41,5,1
5097145,M,Y,N,1 children,405000,Secondary / secondary special,Married,House / apartment,-14740,-1434,1,0,1,0,Managers,-6,4,1
5135991,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-12,5,1
5104869,F,N,Y,No children,112500,Higher education,Married,House / apartment,-12114,-4004,1,0,0,0,Accountants,-17,2,1
5018501,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-15,5,1
5069475,F,N,Y,2+ children,225000,Higher education,Married,House / apartment,-13600,-5711,1,0,1,0,Core staff,0,5,1
5046328,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-8,4,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-12,5,1
5018503,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-32,5,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-14,5,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-17,5,1
5135485,F,N,Y,No children,135000,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,-36,5,1
5135487,F,N,Y,No children,135000,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,-26,4,1
5117961,F,Y,N,No children,135000,Incomplete higher,Civil marriage,House / apartment,-10068,-219,1,1,0,0,Sales staff,-47,2,1
5146005,M,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-10177,-189,1,0,0,1,Managers,-40,5,1
5024063,M,N,N,2+ children,135000,Secondary / secondary special,Married,House / apartment,-10980,-2893,1,0,0,0,Core staff,-27,2,1
5118443,F,Y,N,1 children,108000,Higher education,Married,House / apartment,-16138,-431,1,1,0,0,Sales staff,-35,2,1
5021310,M,N,Y,No children,270000,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,-31,3,1
5145846,F,N,Y,1 children,256500,Higher education,Married,House / apartment,-17594,-1315,1,0,1,0,Managers,-3,2,1
5010864,M,Y,Y,1 children,450000,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,-37,5,1
5146005,M,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-10177,-189,1,0,0,1,Managers,-36,5,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-25,5,1
5135991,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-19,5,1
5125708,F,Y,Y,No children,135000,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,-45,5,1
5092342,F,N,Y,No children,225000,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,-19,2,1
5091902,F,Y,Y,No children,225000,Secondary / secondary special,Widow,House / apartment,-19809,-1539,1,0,0,0,Cleaning staff,-3,3,1
5050671,M,N,N,No children,171000,Incomplete higher,Single / not married,House / apartment,-11610,-166,1,1,1,0,High skill tech staff,-3,5,1
5113621,M,N,N,No children,225000,Secondary / secondary special,Widow,Municipal apartment,-19406,-346,1,0,0,0,Security staff,-9,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-14,5,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-11,5,1
5078801,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-7,3,1
5149192,M,Y,N,1 children,450000,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,-44,5,1
5089162,F,Y,N,No children,225000,Higher education,Married,House / apartment,-20264,-2531,1,1,1,0,Accountants,-13,5,1
5118441,F,Y,N,1 children,108000,Higher education,Married,House / apartment,-16138,-431,1,1,0,0,Sales staff,-32,3,1
5097145,M,Y,N,1 children,405000,Secondary / secondary special,Married,House / apartment,-14740,-1434,1,0,1,0,Managers,-5,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-46,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-25,5,1
5033829,F,Y,Y,2+ children,135000,Secondary / secondary special,Married,House / apartment,-13803,-2209,1,0,1,0,Laborers,-13,2,1
5038807,M,Y,Y,No children,202500,Higher education,Married,House / apartment,-12658,-5374,1,0,0,1,Laborers,-13,5,1
5096528,F,N,N,No children,135000,Secondary / secondary special,Widow,Co-op apartment,-20012,-584,1,0,0,0,Core staff,-12,5,1
5149698,M,N,Y,No children,171000,Incomplete higher,Single / not married,House / apartment,-10145,-107,1,0,0,0,Laborers,-36,4,1
5078820,F,N,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,-18,5,1
5149834,F,N,Y,No children,157500,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,-7,5,1
5097065,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,-21,4,1
5096070,F,Y,N,No children,180000,Higher education,Married,House / apartment,-14943,-1650,1,1,0,1,Core staff,-34,2,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-1,5,1
5054068,M,N,N,1 children,157500,Secondary / secondary special,Married,House / apartment,-16424,-1458,1,0,0,0,Drivers,-19,4,1
5135344,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-1,5,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-2,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-39,5,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-26,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-43,5,1
5097065,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,-17,5,1
5148932,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-39,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-9,5,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-14,5,1
5093286,M,N,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-17576,-1216,1,0,0,0,Laborers,-16,2,1
5009628,F,N,N,No children,238500,Secondary / secondary special,Married,House / apartment,-19305,-3296,1,1,0,0,Laborers,-33,5,1
5036795,M,Y,Y,No children,215100,Secondary / secondary special,Married,House / apartment,-19175,-1285,1,0,1,0,Laborers,-12,5,1
5078820,F,N,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,-12,5,1
5092479,M,N,N,1 children,85500,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,-36,3,1
5033836,F,N,Y,1 children,112500,Secondary / secondary special,Civil marriage,House / apartment,-14866,-6265,1,0,0,0,Laborers,-25,2,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-14,5,1
5051161,M,Y,N,1 children,135000,Secondary / secondary special,Married,House / apartment,-9594,-866,1,0,0,0,Laborers,-1,3,1
5069219,F,Y,Y,No children,256500,Higher education,Married,House / apartment,-11210,-1724,1,1,0,0,Accountants,-10,2,1
5105649,M,Y,Y,No children,202500,Higher education,Single / not married,House / apartment,-17585,-3017,1,0,0,0,Drivers,-27,2,1
5038807,M,Y,Y,No children,202500,Higher education,Married,House / apartment,-12658,-5374,1,0,0,1,Laborers,-3,5,1
5097065,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,-23,2,1
5038807,M,Y,Y,No children,202500,Higher education,Married,House / apartment,-12658,-5374,1,0,0,1,Laborers,-15,5,1
5054313,F,N,N,No children,112500,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,-33,2,1
5137241,F,N,N,No children,90000,Secondary / secondary special,Married,House / apartment,-17355,-3273,1,1,1,0,Secretaries,-24,5,1
5050603,M,N,N,No children,157500,Secondary / secondary special,Married,House / apartment,-18327,-7288,1,1,0,0,Laborers,-29,5,1
5095839,M,N,N,No children,225000,Secondary / secondary special,Married,House / apartment,-14882,-1132,1,1,1,0,Laborers,-1,5,1
